
// no 0, 1
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	3
	PopCntPerTime0:	3
	Monster1:	2012
	MaxPopCnt1:	2
	PopCntPerTime1:	2
	RouteType:	0
	Formation:	0
	Segment0X:	158
	Segment0Y:	866
	Segment0Range:	14
	Segment0Wait:	24
	Segment1X:	158
	Segment1Y:	866
	Segment1Range:	14
	Segment1Wait:	41
	Segment2X:	158
	Segment2Y:	866
	Segment2Range:	14
	Segment2Wait:	44
	Segment3X:	158
	Segment3Y:	866
	Segment3Range:	14
	Segment3Wait:	38
	Segment4X:	158
	Segment4Y:	866
	Segment4Range:	14
	Segment4Wait:	46
						
// no 0, 2
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	3
	PopCntPerTime0:	3
	Monster1:	2012
	MaxPopCnt1:	2
	PopCntPerTime1:	2
	RouteType:	0
	Formation:	0
	Segment0X:	128
	Segment0Y:	858
	Segment0Range:	14
	Segment0Wait:	45
	Segment1X:	128
	Segment1Y:	858
	Segment1Range:	14
	Segment1Wait:	63
	Segment2X:	128
	Segment2Y:	858
	Segment2Range:	14
	Segment2Wait:	26
	Segment3X:	128
	Segment3Y:	858
	Segment3Range:	14
	Segment3Wait:	49
	Segment4X:	128
	Segment4Y:	858
	Segment4Range:	14
	Segment4Wait:	52
						
// no 0, 3
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	3
	PopCntPerTime0:	3
	Monster1:	2012
	MaxPopCnt1:	2
	PopCntPerTime1:	2
	RouteType:	0
	Formation:	0
	Segment0X:	144
	Segment0Y:	836
	Segment0Range:	14
	Segment0Wait:	30
	Segment1X:	144
	Segment1Y:	836
	Segment1Range:	14
	Segment1Wait:	43
	Segment2X:	144
	Segment2Y:	836
	Segment2Range:	14
	Segment2Wait:	58
	Segment3X:	144
	Segment3Y:	836
	Segment3Range:	14
	Segment3Wait:	41
	Segment4X:	144
	Segment4Y:	836
	Segment4Range:	14
	Segment4Wait:	63
						
// no 0, 4
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	3
	PopCntPerTime0:	3
	Monster1:	2012
	MaxPopCnt1:	2
	PopCntPerTime1:	2
	RouteType:	0
	Formation:	0
	Segment0X:	150
	Segment0Y:	732
	Segment0Range:	14
	Segment0Wait:	64
	Segment1X:	150
	Segment1Y:	732
	Segment1Range:	14
	Segment1Wait:	26
	Segment2X:	150
	Segment2Y:	732
	Segment2Range:	14
	Segment2Wait:	35
	Segment3X:	150
	Segment3Y:	732
	Segment3Range:	14
	Segment3Wait:	54
	Segment4X:	150
	Segment4Y:	732
	Segment4Range:	14
	Segment4Wait:	48
						
// no 0, 5
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	Monster1:	2012
	MaxPopCnt1:	3
	PopCntPerTime1:	3
	RouteType:	0
	Formation:	0
	Segment0X:	198
	Segment0Y:	754
	Segment0Range:	14
	Segment0Wait:	25
	Segment1X:	198
	Segment1Y:	754
	Segment1Range:	14
	Segment1Wait:	32
	Segment2X:	198
	Segment2Y:	754
	Segment2Range:	14
	Segment2Wait:	31
	Segment3X:	198
	Segment3Y:	754
	Segment3Range:	14
	Segment3Wait:	54
	Segment4X:	198
	Segment4Y:	754
	Segment4Range:	14
	Segment4Wait:	29
						
// no 0, 6
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	Monster1:	2012
	MaxPopCnt1:	3
	PopCntPerTime1:	3
	RouteType:	0
	Formation:	0
	Segment0X:	228
	Segment0Y:	754
	Segment0Range:	14
	Segment0Wait:	24
	Segment1X:	228
	Segment1Y:	754
	Segment1Range:	14
	Segment1Wait:	61
	Segment2X:	228
	Segment2Y:	754
	Segment2Range:	14
	Segment2Wait:	44
	Segment3X:	228
	Segment3Y:	754
	Segment3Range:	14
	Segment3Wait:	62
	Segment4X:	228
	Segment4Y:	754
	Segment4Range:	14
	Segment4Wait:	34
						
// no 0, 7
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	Monster1:	2012
	MaxPopCnt1:	3
	PopCntPerTime1:	3
	RouteType:	0
	Formation:	0
	Segment0X:	208
	Segment0Y:	784
	Segment0Range:	14
	Segment0Wait:	59
	Segment1X:	208
	Segment1Y:	784
	Segment1Range:	14
	Segment1Wait:	61
	Segment2X:	208
	Segment2Y:	784
	Segment2Range:	14
	Segment2Wait:	35
	Segment3X:	208
	Segment3Y:	784
	Segment3Range:	14
	Segment3Wait:	41
	Segment4X:	208
	Segment4Y:	784
	Segment4Range:	14
	Segment4Wait:	48
						
// no 0, 8
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	Monster1:	2012
	MaxPopCnt1:	3
	PopCntPerTime1:	3
	RouteType:	0
	Formation:	0
	Segment0X:	238
	Segment0Y:	784
	Segment0Range:	14
	Segment0Wait:	51
	Segment1X:	238
	Segment1Y:	784
	Segment1Range:	14
	Segment1Wait:	25
	Segment2X:	238
	Segment2Y:	784
	Segment2Range:	14
	Segment2Wait:	42
	Segment3X:	238
	Segment3Y:	784
	Segment3Range:	14
	Segment3Wait:	44
	Segment4X:	238
	Segment4Y:	784
	Segment4Range:	14
	Segment4Wait:	37
						
// no 0, 9
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	5
	PopCntPerTime0:	5
	Monster1:	2012
	MaxPopCnt1:	5
	PopCntPerTime1:	5
	RouteType:	0
	Formation:	0
	Segment0X:	322
	Segment0Y:	766
	Segment0Range:	14
	Segment0Wait:	27
	Segment1X:	322
	Segment1Y:	766
	Segment1Range:	14
	Segment1Wait:	55
	Segment2X:	322
	Segment2Y:	766
	Segment2Range:	14
	Segment2Wait:	63
	Segment3X:	322
	Segment3Y:	766
	Segment3Range:	14
	Segment3Wait:	58
	Segment4X:	322
	Segment4Y:	766
	Segment4Range:	14
	Segment4Wait:	26
						
// no 0, 10
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	3
	PopCntPerTime0:	3
	Monster1:	2012
	MaxPopCnt1:	2
	PopCntPerTime1:	2
	RouteType:	0
	Formation:	0
	Segment0X:	298
	Segment0Y:	772
	Segment0Range:	14
	Segment0Wait:	55
	Segment1X:	298
	Segment1Y:	772
	Segment1Range:	14
	Segment1Wait:	36
	Segment2X:	298
	Segment2Y:	772
	Segment2Range:	14
	Segment2Wait:	27
	Segment3X:	298
	Segment3Y:	772
	Segment3Range:	14
	Segment3Wait:	28
	Segment4X:	298
	Segment4Y:	772
	Segment4Range:	14
	Segment4Wait:	45
						
// no 0, 11
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2011
	MaxPopCnt0:	3
	PopCntPerTime0:	3
	Monster1:	2012
	MaxPopCnt1:	2
	PopCntPerTime1:	2
	RouteType:	0
	Formation:	0
	Segment0X:	300
	Segment0Y:	742
	Segment0Range:	14
	Segment0Wait:	28
	Segment1X:	300
	Segment1Y:	742
	Segment1Range:	14
	Segment1Wait:	34
	Segment2X:	300
	Segment2Y:	742
	Segment2Range:	14
	Segment2Wait:	50
