
// no 0, 1
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2227
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	484
	Segment0Y:	888
	Segment0Range:	12
	Segment0Wait:	24
	Segment1X:	484
	Segment1Y:	888
	Segment1Range:	18
	Segment1Wait:	41
	Segment2X:	484
	Segment2Y:	888
	Segment2Range:	18
	Segment2Wait:	44
	Segment3X:	484
	Segment3Y:	888
	Segment3Range:	18
	Segment3Wait:	38
	Segment4X:	484
	Segment4Y:	888
	Segment4Range:	18
	Segment4Wait:	46
						
// no 0, 2
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2227
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	484
	Segment0Y:	918
	Segment0Range:	12
	Segment0Wait:	45
	Segment1X:	484
	Segment1Y:	918
	Segment1Range:	18
	Segment1Wait:	63
	Segment2X:	484
	Segment2Y:	918
	Segment2Range:	18
	Segment2Wait:	26
	Segment3X:	484
	Segment3Y:	918
	Segment3Range:	18
	Segment3Wait:	49
	Segment4X:	484
	Segment4Y:	918
	Segment4Range:	18
	Segment4Wait:	52
						
// no 0, 3
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2227
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	510
	Segment0Y:	888
	Segment0Range:	12
	Segment0Wait:	30
	Segment1X:	510
	Segment1Y:	888
	Segment1Range:	18
	Segment1Wait:	43
	Segment2X:	510
	Segment2Y:	888
	Segment2Range:	18
	Segment2Wait:	58
	Segment3X:	510
	Segment3Y:	888
	Segment3Range:	18
	Segment3Wait:	41
	Segment4X:	510
	Segment4Y:	888
	Segment4Range:	18
	Segment4Wait:	63
						
// no 0, 4
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2227
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	510
	Segment0Y:	918
	Segment0Range:	12
	Segment0Wait:	64
	Segment1X:	510
	Segment1Y:	918
	Segment1Range:	18
	Segment1Wait:	26
	Segment2X:	510
	Segment2Y:	918
	Segment2Range:	18
	Segment2Wait:	35
	Segment3X:	510
	Segment3Y:	918
	Segment3Range:	18
	Segment3Wait:	54
	Segment4X:	510
	Segment4Y:	918
	Segment4Range:	18
	Segment4Wait:	48
						
// no 0, 5
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2227
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	536
	Segment0Y:	888
	Segment0Range:	12
	Segment0Wait:	25
	Segment1X:	536
	Segment1Y:	888
	Segment1Range:	18
	Segment1Wait:	32
	Segment2X:	536
	Segment2Y:	888
	Segment2Range:	18
	Segment2Wait:	31
	Segment3X:	536
	Segment3Y:	888
	Segment3Range:	18
	Segment3Wait:	54
	Segment4X:	536
	Segment4Y:	888
	Segment4Range:	18
	Segment4Wait:	29
						
// no 0, 6
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2227
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	536
	Segment0Y:	914
	Segment0Range:	12
	Segment0Wait:	24
	Segment1X:	536
	Segment1Y:	914
	Segment1Range:	18
	Segment1Wait:	61
	Segment2X:	536
	Segment2Y:	914
	Segment2Range:	18
	Segment2Wait:	44
	Segment3X:	536
	Segment3Y:	914
	Segment3Range:	18
	Segment3Wait:	62
	Segment4X:	536
	Segment4Y:	914
	Segment4Range:	18
	Segment4Wait:	34
						
// no 0, 7
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2230
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	338
	Segment0Y:	886
	Segment0Range:	12
	Segment0Wait:	59
	Segment1X:	338
	Segment1Y:	886
	Segment1Range:	18
	Segment1Wait:	61
	Segment2X:	338
	Segment2Y:	886
	Segment2Range:	18
	Segment2Wait:	35
	Segment3X:	338
	Segment3Y:	886
	Segment3Range:	18
	Segment3Wait:	41
	Segment4X:	338
	Segment4Y:	886
	Segment4Range:	18
	Segment4Wait:	48
						
// no 0, 8
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2230
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	338
	Segment0Y:	918
	Segment0Range:	12
	Segment0Wait:	51
	Segment1X:	338
	Segment1Y:	918
	Segment1Range:	18
	Segment1Wait:	25
	Segment2X:	338
	Segment2Y:	918
	Segment2Range:	18
	Segment2Wait:	42
	Segment3X:	338
	Segment3Y:	918
	Segment3Range:	18
	Segment3Wait:	44
	Segment4X:	338
	Segment4Y:	918
	Segment4Range:	18
	Segment4Wait:	37
						
// no 0, 9
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2230
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	374
	Segment0Y:	886
	Segment0Range:	12
	Segment0Wait:	27
	Segment1X:	374
	Segment1Y:	886
	Segment1Range:	18
	Segment1Wait:	55
	Segment2X:	374
	Segment2Y:	886
	Segment2Range:	18
	Segment2Wait:	63
	Segment3X:	374
	Segment3Y:	886
	Segment3Range:	18
	Segment3Wait:	58
	Segment4X:	374
	Segment4Y:	886
	Segment4Range:	18
	Segment4Wait:	26
						
// no 0, 10
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2230
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	374
	Segment0Y:	918
	Segment0Range:	12
	Segment0Wait:	55
	Segment1X:	374
	Segment1Y:	918
	Segment1Range:	18
	Segment1Wait:	36
	Segment2X:	374
	Segment2Y:	918
	Segment2Range:	18
	Segment2Wait:	27
	Segment3X:	374
	Segment3Y:	918
	Segment3Range:	18
	Segment3Wait:	28
	Segment4X:	374
	Segment4Y:	918
	Segment4Range:	18
	Segment4Wait:	45
						
// no 0, 11
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2230
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	412
	Segment0Y:	886
	Segment0Range:	12
	Segment0Wait:	28
	Segment1X:	412
	Segment1Y:	886
	Segment1Range:	18
	Segment1Wait:	34
	Segment2X:	412
	Segment2Y:	886
	Segment2Range:	18
	Segment2Wait:	50
	Segment3X:	412
	Segment3Y:	886
	Segment3Range:	18
	Segment3Wait:	63
	Segment4X:	412
	Segment4Y:	886
	Segment4Range:	18
	Segment4Wait:	53
						
// no 0, 12
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2230
	MaxPopCnt0:	4
	PopCntPerTime0:	4
	RouteType:	0
	Formation:	0
	Segment0X:	412
	Segment0Y:	918
	Segment0Range:	12
	Segment0Wait:	50
	Segment1X:	412
	Segment1Y:	918
	Segment1Range:	18
	Segment1Wait:	55
	Segment2X:	412
	Segment2Y:	918
	Segment2Range:	18
	Segment2Wait:	48
	Segment3X:	412
	Segment3Y:	918
	Segment3Range:	18
	Segment3Wait:	42
	Segment4X:	412
	Segment4Y:	918
	Segment4Range:	18
	Segment4Wait:	64
						
// no 0, 13
