
// no 0, 1
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	RouteType:	0
	Formation:	0
	Segment0X:	274
	Segment0Y:	34
	Segment0Range:	4
	Segment0Wait:	26
	Segment1X:	274
	Segment1Y:	34
	Segment1Range:	4
	Segment1Wait:	32
	Segment2X:	274
	Segment2Y:	34
	Segment2Range:	4
	Segment2Wait:	30
	Segment3X:	274
	Segment3Y:	34
	Segment3Range:	4
	Segment3Wait:	63
	Segment4X:	274
	Segment4Y:	34
	Segment4Range:	4
	Segment4Wait:	31
						
// no 0, 2
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2021
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	152
	Segment0Y:	110
	Segment0Range:	4
	Segment0Wait:	48
	Segment1X:	152
	Segment1Y:	110
	Segment1Range:	4
	Segment1Wait:	30
	Segment2X:	152
	Segment2Y:	110
	Segment2Range:	4
	Segment2Wait:	61
	Segment3X:	152
	Segment3Y:	110
	Segment3Range:	4
	Segment3Wait:	36
	Segment4X:	152
	Segment4Y:	110
	Segment4Range:	4
	Segment4Wait:	37
						
// no 0, 3
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2021
	MaxPopCnt0:	2
	PopCntPerTime0:	2
	Monster1:	2022
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	150
	Segment0Y:	80
	Segment0Range:	4
	Segment0Wait:	51
	Segment1X:	150
	Segment1Y:	80
	Segment1Range:	4
	Segment1Wait:	24
	Segment2X:	150
	Segment2Y:	80
	Segment2Range:	4
	Segment2Wait:	37
	Segment3X:	150
	Segment3Y:	80
	Segment3Range:	4
	Segment3Wait:	43
	Segment4X:	150
	Segment4Y:	80
	Segment4Range:	4
	Segment4Wait:	59
						
// no 0, 4
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	2
	PopCntPerTime0:	2
	Monster1:	2021
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	164
	Segment0Y:	62
	Segment0Range:	4
	Segment0Wait:	59
	Segment1X:	164
	Segment1Y:	62
	Segment1Range:	4
	Segment1Wait:	44
	Segment2X:	164
	Segment2Y:	62
	Segment2Range:	4
	Segment2Wait:	35
	Segment3X:	164
	Segment3Y:	62
	Segment3Range:	4
	Segment3Wait:	24
	Segment4X:	164
	Segment4Y:	62
	Segment4Range:	4
	Segment4Wait:	30
						
// no 0, 5
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2021
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	148
	Segment0Y:	26
	Segment0Range:	4
	Segment0Wait:	30
	Segment1X:	148
	Segment1Y:	26
	Segment1Range:	4
	Segment1Wait:	55
	Segment2X:	148
	Segment2Y:	26
	Segment2Range:	4
	Segment2Wait:	59
	Segment3X:	148
	Segment3Y:	26
	Segment3Range:	4
	Segment3Wait:	42
	Segment4X:	148
	Segment4Y:	26
	Segment4Range:	4
	Segment4Wait:	41
						
// no 0, 6
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2021
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	150
	Segment0Y:	42
	Segment0Range:	4
	Segment0Wait:	48
	Segment1X:	150
	Segment1Y:	42
	Segment1Range:	4
	Segment1Wait:	29
	Segment2X:	150
	Segment2Y:	42
	Segment2Range:	4
	Segment2Wait:	49
	Segment3X:	150
	Segment3Y:	42
	Segment3Range:	4
	Segment3Wait:	52
	Segment4X:	150
	Segment4Y:	42
	Segment4Range:	4
	Segment4Wait:	51
						
// no 0, 7
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2021
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	120
	Segment0Y:	20
	Segment0Range:	4
	Segment0Wait:	56
	Segment1X:	120
	Segment1Y:	20
	Segment1Range:	4
	Segment1Wait:	34
	Segment2X:	120
	Segment2Y:	20
	Segment2Range:	4
	Segment2Wait:	47
	Segment3X:	120
	Segment3Y:	20
	Segment3Range:	4
	Segment3Wait:	42
	Segment4X:	120
	Segment4Y:	20
	Segment4Range:	4
	Segment4Wait:	34
						
// no 0, 8
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2020
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2021
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	102
	Segment0Y:	24
	Segment0Range:	4
	Segment0Wait:	32
	Segment1X:	102
	Segment1Y:	24
	Segment1Range:	4
	Segment1Wait:	40
	Segment2X:	102
	Segment2Y:	24
	Segment2Range:	4
	Segment2Wait:	39
	Segment3X:	102
	Segment3Y:	24
	Segment3Range:	4
	Segment3Wait:	37
	Segment4X:	102
	Segment4Y:	24
	Segment4Range:	4
	Segment4Wait:	36
						
// no 0, 9
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2021
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	RouteType:	0
	Formation:	0
	Segment0X:	52
	Segment0Y:	206
	Segment0Range:	4
	Segment0Wait:	58
	Segment1X:	52
	Segment1Y:	206
	Segment1Range:	4
	Segment1Wait:	37
	Segment2X:	52
	Segment2Y:	206
	Segment2Range:	4
	Segment2Wait:	38
	Segment3X:	52
	Segment3Y:	206
	Segment3Range:	4
	Segment3Wait:	38
	Segment4X:	52
	Segment4Y:	206
	Segment4Range:	4
	Segment4Wait:	26
						
// no 0, 10
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2021
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2022
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	68
	Segment0Y:	148
	Segment0Range:	4
	Segment0Wait:	27
	Segment1X:	68
	Segment1Y:	148
	Segment1Range:	4
	Segment1Wait:	63
	Segment2X:	68
	Segment2Y:	148
	Segment2Range:	4
	Segment2Wait:	47
	Segment3X:	68
	Segment3Y:	148
	Segment3Range:	4
	Segment3Wait:	39
	Segment4X:	68
	Segment4Y:	148
	Segment4Range:	4
	Segment4Wait:	63
						
// no 0, 11
// ********************************************
#	[   0]
	CheckFrequency:	2
	Group:		0
	Monster0:	2021
	MaxPopCnt0:	1
	PopCntPerTime0:	1
	Monster1:	2022
	MaxPopCnt1:	1
	PopCntPerTime1:	1
	RouteType:	0
	Formation:	0
	Segment0X:	48
	Segment0Y:	244
	Segment0Range:	4
	Segment0Wait:	37
	Segment1X:	48
	Segment1Y:	244
	Segment1Range:	4
	Segment1Wait:	33
	Segment2X:	48
	Segment2Y:	244
	Segment2Range:	4
	Segment2Wait:	29
	Segment3X:	48
	Segment3Y:	244
	Segment3Range:	4
	Segment3Wait:	41
	Segment4X:	48
	Segment4Y:	244
	Segment4Range:	4
